#{"t_start": 1678776517.1202586, "env_id": "TruckTrailer-v1"}
r,l,t
-101.011443,851,19.893115
-105.539573,2424,35.977039
-103.746273,2251,51.079728
-100.756354,876,59.581635
-101.37707,823,63.584019
-104.675875,2259,78.885175
-104.319491,2742,96.346486
-102.422457,2604,118.465306
-106.173186,2455,134.582583
-100.438898,903,139.195243
-102.977012,2473,159.980739
-101.826893,2476,176.594244
-105.22325,3018,195.676864
-101.851602,3526,220.869154
-102.327201,2947,239.692896
-102.270352,3775,266.499465
-103.544162,3634,292.568801
-100.579961,3737,318.758305
-102.965645,3072,337.773281
-101.293821,3109,361.485821
-99.994163,2900,379.795924
-99.06492,3987,407.658684
-101.607431,2813,429.668597
-98.933144,3246,451.371722
-101.363604,3139,478.077328
-100.473825,3887,506.085356
-99.372594,3853,533.802941
-98.606469,6361,576.351674
-97.168254,7206,622.8963
-95.229753,25000,797.299067
-101.127663,25000,977.699891
-100.946202,25000,1154.792
-100.641295,25000,1338.903365
-101.235821,25000,1519.701178
-102.24634,25000,1699.377882
-101.712681,25000,1880.597518
-103.526667,25000,2057.891845
